business_id,text,category,detected_domain,allowed_domains,is_allowed
B006,Looking for outfit? We've got you covered,fashion,fashion,fashion,1
B009,Order rent online now,real_estate,real_estate,real_estate,1
M004,Shop now for premium household at great prices,grocery,grocery,"food,grocery",1
M003,Order beauty online now,beauty,beauty,"beauty,fashion,sports",1
B002,Just launched our new program range,tech,tech,tech,1
M002,New arrival: Latest magazine collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,Just launched our new tourism range,travel,travel,travel,1
B057,Discover study and education today,education,education,education,1
B005,Discover credit and money today,finance,finance,finance,1
M002,Just launched our new trend range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M003,Looking for sports? We've got you covered,sports,sports,"beauty,fashion,sports",1
M001,Order library online now,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Exclusive medicine deals - limited time offer,health,health,health,1
M008,New arrival: Latest health collection,health,health,"beauty,fashion,health",1
B014,Just launched our new skincare range,beauty,beauty,beauty,1
B014,Amazing rent! Perfect for land needs,real_estate,real_estate,beauty,0
B002,Best app ever!,tech,tech,tech,1
B005,Premium savings services available,finance,finance,finance,1
B007,Discover TV and TV today,electronics,electronics,electronics,1
M001,Premium dress services available,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Discover doctor and treatment today,health,health,"beauty,fashion,health",1
B009,Exclusive rent deals - limited time offer,real_estate,real_estate,real_estate,1
B057,Order course online now,education,education,education,1
B009,Shop now for premium land at great prices,real_estate,real_estate,real_estate,1
M001,Shop now for premium journal at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Discover pharmacy and doctor today,health,health,"beauty,fashion,health",1
M008,Order treatment online now,health,health,"beauty,fashion,health",1
M006,New arrival: Latest holiday collection,travel,travel,"entertainment,travel",1
B002,Order poker online now,gambling,gambling,tech,0
B057,Order skills online now,education,education,education,1
M008,Discover xxx and adult today,adult_content,adult_content,"beauty,fashion,health",0
B015,New arrival: Latest athletic collection,sports,sports,sports,1
B011,Discover books and novel today,books,books,books,1
M003,Premium beauty services available,beauty,beauty,"beauty,fashion,sports",1
M002,Exclusive books deals - limited time offer,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Shop now for premium motor at great prices,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Shop now for premium beauty at great prices,beauty,beauty,"beauty,fashion,health",1
B007,New arrival: Latest device collection,electronics,electronics,electronics,1
M003,Exclusive fitness equipment deals - limited time offer,sports,sports,"beauty,fashion,sports",1
B001,Just launched our new recipe range,food,food,food,1
M007,Amazing tour! Perfect for booking needs,travel,travel,"entertainment,travel",1
M003,Premium outfit services available,fashion,fashion,"beauty,fashion,sports",1
B005,Exclusive stock deals - limited time offer,finance,finance,finance,1
B008,Best motor ever!,automotive,automotive,automotive,1
B011,Best journal ever!,books,books,books,1
M008,Shop now for premium health at great prices,health,health,"beauty,fashion,health",1
B004,Exclusive doctor deals - limited time offer,health,health,health,1
M002,Premium car services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,Best holiday ever!,travel,travel,travel,1
B003,Looking for training? We've got you covered,education,education,education,1
B002,Best code ever!,tech,tech,tech,1
B003,Looking for teach? We've got you covered,education,education,education,1
M001,Discover drive and motor today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,New arrival: Latest treatment collection,health,health,health,1
M007,Exclusive movie deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
M001,Exclusive software deals - limited time offer,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Amazing outdoor! Perfect for fitness equipment needs,sports,sports,"beauty,fashion,sports",1
M002,Shop now for premium library at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B004,Discover fitness and medicine today,health,health,health,1
B005,Premium wealth services available,finance,finance,finance,1
M004,Shop now for premium cooking at great prices,food,food,"food,grocery",1
M005,Best pizza ever!,food,food,"food,grocery",1
B011,Discover author and reading today,books,books,books,1
B010,Discover concert and movie today,entertainment,entertainment,entertainment,1
B011,Discover reading and magazine today,books,books,books,1
M005,Just launched our new grocery range,food,food,"food,grocery",1
M004,Shop now for premium organic at great prices,grocery,grocery,"food,grocery",1
M002,Premium laptop services available,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Looking for style? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B011,Amazing ebook! Perfect for ebook needs,books,books,books,1
M004,Looking for eat? We've got you covered,food,food,"food,grocery",1
M002,Discover grooming and salon today,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Exclusive apparel deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Exclusive erotic deals - limited time offer,adult_content,adult_content,education,0
M002,Best jewelry ever!,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Shop now for premium fragrance at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,New arrival: Latest cuisine collection,food,food,"food,grocery",1
M001,Amazing road! Perfect for engine needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Exclusive land deals - limited time offer,real_estate,real_estate,real_estate,1
M001,Exclusive transport deals - limited time offer,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B012,Shop now for premium hotel at great prices,travel,travel,travel,1
M001,Looking for ebook? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Discover buy and home today,real_estate,real_estate,real_estate,1
B005,New arrival: Latest wealth collection,finance,finance,finance,1
B004,Premium pharmacy services available,health,health,health,1
M002,Looking for library? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Looking for fresh? We've got you covered,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Best university ever!,education,education,education,1
M002,Best journal ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Just launched our new fitness equipment range,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new phone range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Order household online now,grocery,grocery,"food,grocery",1
M008,Just launched our new apparel range,fashion,fashion,"beauty,fashion,health",1
M008,Premium spa services available,beauty,beauty,"beauty,fashion,health",1
B011,Discover library and literature today,books,books,books,1
B013,Looking for mature? We've got you covered,adult_content,adult_content,grocery,0
B005,Order money online now,finance,finance,finance,1
M003,Shop now for premium outdoor at great prices,sports,sports,"beauty,fashion,sports",1
M002,New arrival: Latest tablet collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Discover bike and motorcycle today,automotive,automotive,automotive,1
B009,Premium flat services available,real_estate,real_estate,real_estate,1
B007,Just launched our new electronic range,electronics,electronics,electronics,1
B002,Amazing digital! Perfect for coding needs,tech,tech,tech,1
M003,New arrival: Latest style collection,fashion,fashion,"beauty,fashion,sports",1
M004,Premium vegetables services available,grocery,grocery,"food,grocery",1
M004,Exclusive cooking deals - limited time offer,food,food,"food,grocery",1
M002,Premium library services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B004,Looking for health? We've got you covered,health,health,health,1
B005,Discover wealth and savings today,finance,finance,finance,1
B001,Premium cuisine services available,food,food,food,1
B009,Looking for apartment? We've got you covered,real_estate,real_estate,real_estate,1
B003,Order course online now,education,education,education,1
B007,Just launched our new gamble range,gambling,gambling,electronics,0
M008,Looking for apparel? We've got you covered,fashion,fashion,"beauty,fashion,health",1
M006,Discover holiday and flight today,travel,travel,"entertainment,travel",1
B007,New arrival: Latest camera collection,electronics,electronics,electronics,1
M001,Just launched our new wear range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Premium cosmetics services available,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B001,Just launched our new cooking range,food,food,food,1
B003,Premium tutorial services available,education,education,education,1
B012,New arrival: Latest tour collection,travel,travel,travel,1
B012,Premium booking services available,travel,travel,travel,1
M001,Discover TV and TV today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Looking for makeup? We've got you covered,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Exclusive banking deals - limited time offer,finance,finance,finance,1
M007,New arrival: Latest vacation collection,travel,travel,"entertainment,travel",1
